packet_index,timestamp,frame_length,ethernet_src,ethernet_dst,src_ip,dst_ip,protocol,ttl,src_port,dst_port,summary
265,2026-02-24T16:04:25+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41265,443,synthetic TCP packet 93.184.216.11:41265 > 93.184.216.10:443
266,2026-02-24T16:04:26+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41266,443,synthetic TCP packet 93.184.216.11:41266 > 93.184.216.10:443
267,2026-02-24T16:04:27+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41267,443,synthetic TCP packet 93.184.216.11:41267 > 93.184.216.10:443
268,2026-02-24T16:04:28+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41268,443,synthetic TCP packet 93.184.216.11:41268 > 93.184.216.10:443
269,2026-02-24T16:04:29+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41269,443,synthetic TCP packet 93.184.216.11:41269 > 93.184.216.10:443
270,2026-02-24T16:04:30+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41270,443,synthetic TCP packet 93.184.216.11:41270 > 93.184.216.10:443
271,2026-02-24T16:04:31+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41271,443,synthetic TCP packet 93.184.216.11:41271 > 93.184.216.10:443
272,2026-02-24T16:04:32+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41272,443,synthetic TCP packet 93.184.216.11:41272 > 93.184.216.10:443
273,2026-02-24T16:04:33+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41273,443,synthetic TCP packet 93.184.216.11:41273 > 93.184.216.10:443
274,2026-02-24T16:04:34+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41274,443,synthetic TCP packet 93.184.216.11:41274 > 93.184.216.10:443
275,2026-02-24T16:04:35+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41275,443,synthetic TCP packet 93.184.216.11:41275 > 93.184.216.10:443
276,2026-02-24T16:04:36+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41276,443,synthetic TCP packet 93.184.216.11:41276 > 93.184.216.10:443
277,2026-02-24T16:04:37+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41277,443,synthetic TCP packet 93.184.216.11:41277 > 93.184.216.10:443
278,2026-02-24T16:04:38+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41278,443,synthetic TCP packet 93.184.216.11:41278 > 93.184.216.10:443
279,2026-02-24T16:04:39+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41279,443,synthetic TCP packet 93.184.216.11:41279 > 93.184.216.10:443
280,2026-02-24T16:04:40+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41280,443,synthetic TCP packet 93.184.216.11:41280 > 93.184.216.10:443
281,2026-02-24T16:04:41+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41281,443,synthetic TCP packet 93.184.216.11:41281 > 93.184.216.10:443
282,2026-02-24T16:04:42+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41282,443,synthetic TCP packet 93.184.216.11:41282 > 93.184.216.10:443
283,2026-02-24T16:04:43+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41283,443,synthetic TCP packet 93.184.216.11:41283 > 93.184.216.10:443
284,2026-02-24T16:04:44+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41284,443,synthetic TCP packet 93.184.216.11:41284 > 93.184.216.10:443
285,2026-02-24T16:04:45+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41285,443,synthetic TCP packet 93.184.216.11:41285 > 93.184.216.10:443
286,2026-02-24T16:04:46+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41286,443,synthetic TCP packet 93.184.216.11:41286 > 93.184.216.10:443
287,2026-02-24T16:04:47+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41287,443,synthetic TCP packet 93.184.216.11:41287 > 93.184.216.10:443
288,2026-02-24T16:04:48+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41288,443,synthetic TCP packet 93.184.216.11:41288 > 93.184.216.10:443
289,2026-02-24T16:04:49+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41289,443,synthetic TCP packet 93.184.216.11:41289 > 93.184.216.10:443
290,2026-02-24T16:04:50+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41290,443,synthetic TCP packet 93.184.216.11:41290 > 93.184.216.10:443
291,2026-02-24T16:04:51+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41291,443,synthetic TCP packet 93.184.216.11:41291 > 93.184.216.10:443
292,2026-02-24T16:04:52+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41292,443,synthetic TCP packet 93.184.216.11:41292 > 93.184.216.10:443
293,2026-02-24T16:04:53+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41293,443,synthetic TCP packet 93.184.216.11:41293 > 93.184.216.10:443
294,2026-02-24T16:04:54+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41294,443,synthetic TCP packet 93.184.216.11:41294 > 93.184.216.10:443
295,2026-02-24T16:04:55+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41295,443,synthetic TCP packet 93.184.216.11:41295 > 93.184.216.10:443
296,2026-02-24T16:04:56+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41296,443,synthetic TCP packet 93.184.216.11:41296 > 93.184.216.10:443
297,2026-02-24T16:04:57+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41297,443,synthetic TCP packet 93.184.216.11:41297 > 93.184.216.10:443
298,2026-02-24T16:04:58+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41298,443,synthetic TCP packet 93.184.216.11:41298 > 93.184.216.10:443
299,2026-02-24T16:04:59+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41299,443,synthetic TCP packet 93.184.216.11:41299 > 93.184.216.10:443
300,2026-02-24T16:05:00+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41300,443,synthetic TCP packet 93.184.216.11:41300 > 93.184.216.10:443
301,2026-02-24T16:05:01+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41301,443,synthetic TCP packet 93.184.216.11:41301 > 93.184.216.10:443
302,2026-02-24T16:05:02+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41302,443,synthetic TCP packet 93.184.216.11:41302 > 93.184.216.10:443
303,2026-02-24T16:05:03+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41303,443,synthetic TCP packet 93.184.216.11:41303 > 93.184.216.10:443
304,2026-02-24T16:05:04+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41304,443,synthetic TCP packet 93.184.216.11:41304 > 93.184.216.10:443
305,2026-02-24T16:05:05+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41305,443,synthetic TCP packet 93.184.216.11:41305 > 93.184.216.10:443
306,2026-02-24T16:05:06+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41306,443,synthetic TCP packet 93.184.216.11:41306 > 93.184.216.10:443
307,2026-02-24T16:05:07+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41307,443,synthetic TCP packet 93.184.216.11:41307 > 93.184.216.10:443
308,2026-02-24T16:05:08+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41308,443,synthetic TCP packet 93.184.216.11:41308 > 93.184.216.10:443
309,2026-02-24T16:05:09+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41309,443,synthetic TCP packet 93.184.216.11:41309 > 93.184.216.10:443
310,2026-02-24T16:05:10+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41310,443,synthetic TCP packet 93.184.216.11:41310 > 93.184.216.10:443
311,2026-02-24T16:05:11+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41311,443,synthetic TCP packet 93.184.216.11:41311 > 93.184.216.10:443
312,2026-02-24T16:05:12+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41312,443,synthetic TCP packet 93.184.216.11:41312 > 93.184.216.10:443
313,2026-02-24T16:05:13+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41313,443,synthetic TCP packet 93.184.216.11:41313 > 93.184.216.10:443
314,2026-02-24T16:05:14+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41314,443,synthetic TCP packet 93.184.216.11:41314 > 93.184.216.10:443
315,2026-02-24T16:05:15+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41315,443,synthetic TCP packet 93.184.216.11:41315 > 93.184.216.10:443
316,2026-02-24T16:05:16+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41316,443,synthetic TCP packet 93.184.216.11:41316 > 93.184.216.10:443
317,2026-02-24T16:05:17+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41317,443,synthetic TCP packet 93.184.216.11:41317 > 93.184.216.10:443
318,2026-02-24T16:05:18+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41318,443,synthetic TCP packet 93.184.216.11:41318 > 93.184.216.10:443
319,2026-02-24T16:05:19+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41319,443,synthetic TCP packet 93.184.216.11:41319 > 93.184.216.10:443
320,2026-02-24T16:05:20+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41320,443,synthetic TCP packet 93.184.216.11:41320 > 93.184.216.10:443
321,2026-02-24T16:05:21+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41321,443,synthetic TCP packet 93.184.216.11:41321 > 93.184.216.10:443
322,2026-02-24T16:05:22+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41322,443,synthetic TCP packet 93.184.216.11:41322 > 93.184.216.10:443
323,2026-02-24T16:05:23+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41323,443,synthetic TCP packet 93.184.216.11:41323 > 93.184.216.10:443
324,2026-02-24T16:05:24+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41324,443,synthetic TCP packet 93.184.216.11:41324 > 93.184.216.10:443
325,2026-02-24T16:05:25+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41325,443,synthetic TCP packet 93.184.216.11:41325 > 93.184.216.10:443
326,2026-02-24T16:05:26+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41326,443,synthetic TCP packet 93.184.216.11:41326 > 93.184.216.10:443
327,2026-02-24T16:05:27+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41327,443,synthetic TCP packet 93.184.216.11:41327 > 93.184.216.10:443
328,2026-02-24T16:05:28+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41328,443,synthetic TCP packet 93.184.216.11:41328 > 93.184.216.10:443
329,2026-02-24T16:05:29+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41329,443,synthetic TCP packet 93.184.216.11:41329 > 93.184.216.10:443
330,2026-02-24T16:05:30+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41330,443,synthetic TCP packet 93.184.216.11:41330 > 93.184.216.10:443
331,2026-02-24T16:05:31+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41331,443,synthetic TCP packet 93.184.216.11:41331 > 93.184.216.10:443
332,2026-02-24T16:05:32+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41332,443,synthetic TCP packet 93.184.216.11:41332 > 93.184.216.10:443
333,2026-02-24T16:05:33+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41333,443,synthetic TCP packet 93.184.216.11:41333 > 93.184.216.10:443
334,2026-02-24T16:05:34+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41334,443,synthetic TCP packet 93.184.216.11:41334 > 93.184.216.10:443
335,2026-02-24T16:05:35+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.11,93.184.216.10,TCP,128,41335,443,synthetic TCP packet 93.184.216.11:41335 > 93.184.216.10:443
336,2026-02-24T16:05:36+08:00,195,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41336,443,synthetic TCP packet 93.184.216.12:41336 > 93.184.216.10:443
337,2026-02-24T16:05:37+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41337,443,synthetic TCP packet 93.184.216.12:41337 > 93.184.216.10:443
338,2026-02-24T16:05:38+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41338,443,synthetic TCP packet 93.184.216.12:41338 > 93.184.216.10:443
339,2026-02-24T16:05:39+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41339,443,synthetic TCP packet 93.184.216.12:41339 > 93.184.216.10:443
340,2026-02-24T16:05:40+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41340,443,synthetic TCP packet 93.184.216.12:41340 > 93.184.216.10:443
341,2026-02-24T16:05:41+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41341,443,synthetic TCP packet 93.184.216.12:41341 > 93.184.216.10:443
342,2026-02-24T16:05:42+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41342,443,synthetic TCP packet 93.184.216.12:41342 > 93.184.216.10:443
343,2026-02-24T16:05:43+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41343,443,synthetic TCP packet 93.184.216.12:41343 > 93.184.216.10:443
344,2026-02-24T16:05:44+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41344,443,synthetic TCP packet 93.184.216.12:41344 > 93.184.216.10:443
345,2026-02-24T16:05:45+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41345,443,synthetic TCP packet 93.184.216.12:41345 > 93.184.216.10:443
346,2026-02-24T16:05:46+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41346,443,synthetic TCP packet 93.184.216.12:41346 > 93.184.216.10:443
347,2026-02-24T16:05:47+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41347,443,synthetic TCP packet 93.184.216.12:41347 > 93.184.216.10:443
348,2026-02-24T16:05:48+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41348,443,synthetic TCP packet 93.184.216.12:41348 > 93.184.216.10:443
349,2026-02-24T16:05:49+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41349,443,synthetic TCP packet 93.184.216.12:41349 > 93.184.216.10:443
350,2026-02-24T16:05:50+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41350,443,synthetic TCP packet 93.184.216.12:41350 > 93.184.216.10:443
351,2026-02-24T16:05:51+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41351,443,synthetic TCP packet 93.184.216.12:41351 > 93.184.216.10:443
352,2026-02-24T16:05:52+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41352,443,synthetic TCP packet 93.184.216.12:41352 > 93.184.216.10:443
353,2026-02-24T16:05:53+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41353,443,synthetic TCP packet 93.184.216.12:41353 > 93.184.216.10:443
354,2026-02-24T16:05:54+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41354,443,synthetic TCP packet 93.184.216.12:41354 > 93.184.216.10:443
355,2026-02-24T16:05:55+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41355,443,synthetic TCP packet 93.184.216.12:41355 > 93.184.216.10:443
356,2026-02-24T16:05:56+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41356,443,synthetic TCP packet 93.184.216.12:41356 > 93.184.216.10:443
357,2026-02-24T16:05:57+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41357,443,synthetic TCP packet 93.184.216.12:41357 > 93.184.216.10:443
358,2026-02-24T16:05:58+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41358,443,synthetic TCP packet 93.184.216.12:41358 > 93.184.216.10:443
359,2026-02-24T16:05:59+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41359,443,synthetic TCP packet 93.184.216.12:41359 > 93.184.216.10:443
360,2026-02-24T16:06:00+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41360,443,synthetic TCP packet 93.184.216.12:41360 > 93.184.216.10:443
361,2026-02-24T16:06:01+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41361,443,synthetic TCP packet 93.184.216.12:41361 > 93.184.216.10:443
362,2026-02-24T16:06:02+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41362,443,synthetic TCP packet 93.184.216.12:41362 > 93.184.216.10:443
363,2026-02-24T16:06:03+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41363,443,synthetic TCP packet 93.184.216.12:41363 > 93.184.216.10:443
364,2026-02-24T16:06:04+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41364,443,synthetic TCP packet 93.184.216.12:41364 > 93.184.216.10:443
365,2026-02-24T16:06:05+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41365,443,synthetic TCP packet 93.184.216.12:41365 > 93.184.216.10:443
366,2026-02-24T16:06:06+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41366,443,synthetic TCP packet 93.184.216.12:41366 > 93.184.216.10:443
367,2026-02-24T16:06:07+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41367,443,synthetic TCP packet 93.184.216.12:41367 > 93.184.216.10:443
368,2026-02-24T16:06:08+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41368,443,synthetic TCP packet 93.184.216.12:41368 > 93.184.216.10:443
369,2026-02-24T16:06:09+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41369,443,synthetic TCP packet 93.184.216.12:41369 > 93.184.216.10:443
370,2026-02-24T16:06:10+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41370,443,synthetic TCP packet 93.184.216.12:41370 > 93.184.216.10:443
371,2026-02-24T16:06:11+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41371,443,synthetic TCP packet 93.184.216.12:41371 > 93.184.216.10:443
372,2026-02-24T16:06:12+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41372,443,synthetic TCP packet 93.184.216.12:41372 > 93.184.216.10:443
373,2026-02-24T16:06:13+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41373,443,synthetic TCP packet 93.184.216.12:41373 > 93.184.216.10:443
374,2026-02-24T16:06:14+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41374,443,synthetic TCP packet 93.184.216.12:41374 > 93.184.216.10:443
375,2026-02-24T16:06:15+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41375,443,synthetic TCP packet 93.184.216.12:41375 > 93.184.216.10:443
376,2026-02-24T16:06:16+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41376,443,synthetic TCP packet 93.184.216.12:41376 > 93.184.216.10:443
377,2026-02-24T16:06:17+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41377,443,synthetic TCP packet 93.184.216.12:41377 > 93.184.216.10:443
378,2026-02-24T16:06:18+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41378,443,synthetic TCP packet 93.184.216.12:41378 > 93.184.216.10:443
379,2026-02-24T16:06:19+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41379,443,synthetic TCP packet 93.184.216.12:41379 > 93.184.216.10:443
380,2026-02-24T16:06:20+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41380,443,synthetic TCP packet 93.184.216.12:41380 > 93.184.216.10:443
381,2026-02-24T16:06:21+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41381,443,synthetic TCP packet 93.184.216.12:41381 > 93.184.216.10:443
382,2026-02-24T16:06:22+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41382,443,synthetic TCP packet 93.184.216.12:41382 > 93.184.216.10:443
383,2026-02-24T16:06:23+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41383,443,synthetic TCP packet 93.184.216.12:41383 > 93.184.216.10:443
384,2026-02-24T16:06:24+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41384,443,synthetic TCP packet 93.184.216.12:41384 > 93.184.216.10:443
385,2026-02-24T16:06:25+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41385,443,synthetic TCP packet 93.184.216.12:41385 > 93.184.216.10:443
386,2026-02-24T16:06:26+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41386,443,synthetic TCP packet 93.184.216.12:41386 > 93.184.216.10:443
387,2026-02-24T16:06:27+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41387,443,synthetic TCP packet 93.184.216.12:41387 > 93.184.216.10:443
388,2026-02-24T16:06:28+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41388,443,synthetic TCP packet 93.184.216.12:41388 > 93.184.216.10:443
389,2026-02-24T16:06:29+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41389,443,synthetic TCP packet 93.184.216.12:41389 > 93.184.216.10:443
390,2026-02-24T16:06:30+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41390,443,synthetic TCP packet 93.184.216.12:41390 > 93.184.216.10:443
391,2026-02-24T16:06:31+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41391,443,synthetic TCP packet 93.184.216.12:41391 > 93.184.216.10:443
392,2026-02-24T16:06:32+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41392,443,synthetic TCP packet 93.184.216.12:41392 > 93.184.216.10:443
393,2026-02-24T16:06:33+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41393,443,synthetic TCP packet 93.184.216.12:41393 > 93.184.216.10:443
394,2026-02-24T16:06:34+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41394,443,synthetic TCP packet 93.184.216.12:41394 > 93.184.216.10:443
395,2026-02-24T16:06:35+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41395,443,synthetic TCP packet 93.184.216.12:41395 > 93.184.216.10:443
396,2026-02-24T16:06:36+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41396,443,synthetic TCP packet 93.184.216.12:41396 > 93.184.216.10:443
