packet_index,timestamp,frame_length,ethernet_src,ethernet_dst,version,header_length,dscp_ecn,total_length,identification,flags,fragment_offset,ttl,protocol,header_checksum,src_ip,dst_ip,src_port,dst_port,payload_length
282,2026-02-22T16:00:10.434000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1282,DF,0,128,TCP,0x8965,93.184.216.11,93.184.216.10,41282,443,246
283,2026-02-22T16:00:10.471000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1283,DF,0,128,TCP,0x8964,93.184.216.11,93.184.216.10,41283,443,246
284,2026-02-22T16:00:10.508000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1284,DF,0,128,TCP,0x8963,93.184.216.11,93.184.216.10,41284,443,246
285,2026-02-22T16:00:10.545000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1285,DF,0,128,TCP,0x8962,93.184.216.11,93.184.216.10,41285,443,246
286,2026-02-22T16:00:10.582000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1286,DF,0,128,TCP,0x8961,93.184.216.11,93.184.216.10,41286,443,246
287,2026-02-22T16:00:10.619000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1287,DF,0,128,TCP,0x8960,93.184.216.11,93.184.216.10,41287,443,246
288,2026-02-22T16:00:10.656000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1288,DF,0,128,TCP,0x895f,93.184.216.11,93.184.216.10,41288,443,246
289,2026-02-22T16:00:10.693000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1289,DF,0,128,TCP,0x895e,93.184.216.11,93.184.216.10,41289,443,246
290,2026-02-22T16:00:10.730000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1290,DF,0,128,TCP,0x895d,93.184.216.11,93.184.216.10,41290,443,246
291,2026-02-22T16:00:10.767000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1291,DF,0,128,TCP,0x895c,93.184.216.11,93.184.216.10,41291,443,246
292,2026-02-22T16:00:10.804000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1292,DF,0,128,TCP,0x895b,93.184.216.11,93.184.216.10,41292,443,246
293,2026-02-22T16:00:10.841000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1293,DF,0,128,TCP,0x895a,93.184.216.11,93.184.216.10,41293,443,246
294,2026-02-22T16:00:10.878000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1294,DF,0,128,TCP,0x8959,93.184.216.11,93.184.216.10,41294,443,246
295,2026-02-22T16:00:10.915000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1295,DF,0,128,TCP,0x8958,93.184.216.11,93.184.216.10,41295,443,246
296,2026-02-22T16:00:10.952000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1296,DF,0,128,TCP,0x8957,93.184.216.11,93.184.216.10,41296,443,246
297,2026-02-22T16:00:10.989000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1297,DF,0,128,TCP,0x8956,93.184.216.11,93.184.216.10,41297,443,246
298,2026-02-22T16:00:11.026000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1298,DF,0,128,TCP,0x8955,93.184.216.11,93.184.216.10,41298,443,246
299,2026-02-22T16:00:11.063000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1299,DF,0,128,TCP,0x8954,93.184.216.11,93.184.216.10,41299,443,246
300,2026-02-22T16:00:11.100000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1300,DF,0,128,TCP,0x8953,93.184.216.11,93.184.216.10,41300,443,246
301,2026-02-22T16:00:11.137000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1301,DF,0,128,TCP,0x8952,93.184.216.11,93.184.216.10,41301,443,246
302,2026-02-22T16:00:11.174000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1302,DF,0,128,TCP,0x8951,93.184.216.11,93.184.216.10,41302,443,246
303,2026-02-22T16:00:11.211000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1303,DF,0,128,TCP,0x8950,93.184.216.11,93.184.216.10,41303,443,246
304,2026-02-22T16:00:11.248000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1304,DF,0,128,TCP,0x894f,93.184.216.11,93.184.216.10,41304,443,246
305,2026-02-22T16:00:11.285000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1305,DF,0,128,TCP,0x894e,93.184.216.11,93.184.216.10,41305,443,246
306,2026-02-22T16:00:11.322000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1306,DF,0,128,TCP,0x894d,93.184.216.11,93.184.216.10,41306,443,246
307,2026-02-22T16:00:11.359000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1307,DF,0,128,TCP,0x894c,93.184.216.11,93.184.216.10,41307,443,246
308,2026-02-22T16:00:11.396000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1308,DF,0,128,TCP,0x894b,93.184.216.11,93.184.216.10,41308,443,246
309,2026-02-22T16:00:11.433000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1309,DF,0,128,TCP,0x894a,93.184.216.11,93.184.216.10,41309,443,246
310,2026-02-22T16:00:11.470000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1310,DF,0,128,TCP,0x8949,93.184.216.11,93.184.216.10,41310,443,246
311,2026-02-22T16:00:11.507000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1311,DF,0,128,TCP,0x8948,93.184.216.11,93.184.216.10,41311,443,246
312,2026-02-22T16:00:11.544000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1312,DF,0,128,TCP,0x8947,93.184.216.11,93.184.216.10,41312,443,246
313,2026-02-22T16:00:11.581000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1313,DF,0,128,TCP,0x8946,93.184.216.11,93.184.216.10,41313,443,246
314,2026-02-22T16:00:11.618000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1314,DF,0,128,TCP,0x8945,93.184.216.11,93.184.216.10,41314,443,246
315,2026-02-22T16:00:11.655000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1315,DF,0,128,TCP,0x8944,93.184.216.11,93.184.216.10,41315,443,246
316,2026-02-22T16:00:11.692000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1316,DF,0,128,TCP,0x8943,93.184.216.11,93.184.216.10,41316,443,246
317,2026-02-22T16:00:11.729000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1317,DF,0,128,TCP,0x8942,93.184.216.11,93.184.216.10,41317,443,246
318,2026-02-22T16:00:11.766000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1318,DF,0,128,TCP,0x8941,93.184.216.11,93.184.216.10,41318,443,246
319,2026-02-22T16:00:11.803000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1319,DF,0,128,TCP,0x8940,93.184.216.11,93.184.216.10,41319,443,246
320,2026-02-22T16:00:11.840000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1320,DF,0,128,TCP,0x893f,93.184.216.11,93.184.216.10,41320,443,246
321,2026-02-22T16:00:11.877000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1321,DF,0,128,TCP,0x893e,93.184.216.11,93.184.216.10,41321,443,246
322,2026-02-22T16:00:11.914000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1322,DF,0,128,TCP,0x893d,93.184.216.11,93.184.216.10,41322,443,246
323,2026-02-22T16:00:11.951000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1323,DF,0,128,TCP,0x893c,93.184.216.11,93.184.216.10,41323,443,246
324,2026-02-22T16:00:11.988000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1324,DF,0,128,TCP,0x893b,93.184.216.11,93.184.216.10,41324,443,246
325,2026-02-22T16:00:12.025000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1325,DF,0,128,TCP,0x893a,93.184.216.11,93.184.216.10,41325,443,246
326,2026-02-22T16:00:12.062000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1326,DF,0,128,TCP,0x8939,93.184.216.11,93.184.216.10,41326,443,246
327,2026-02-22T16:00:12.099000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1327,DF,0,128,TCP,0x8938,93.184.216.11,93.184.216.10,41327,443,246
328,2026-02-22T16:00:12.136000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1328,DF,0,128,TCP,0x8937,93.184.216.11,93.184.216.10,41328,443,246
329,2026-02-22T16:00:12.173000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1329,DF,0,128,TCP,0x8936,93.184.216.11,93.184.216.10,41329,443,246
330,2026-02-22T16:00:12.210000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1330,DF,0,128,TCP,0x8935,93.184.216.11,93.184.216.10,41330,443,246
331,2026-02-22T16:00:12.247000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1331,DF,0,128,TCP,0x8934,93.184.216.11,93.184.216.10,41331,443,246
332,2026-02-22T16:00:12.284000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1332,DF,0,128,TCP,0x8933,93.184.216.11,93.184.216.10,41332,443,246
333,2026-02-22T16:00:12.321000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1333,DF,0,128,TCP,0x8932,93.184.216.11,93.184.216.10,41333,443,246
334,2026-02-22T16:00:12.358000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1334,DF,0,128,TCP,0x8931,93.184.216.11,93.184.216.10,41334,443,246
335,2026-02-22T16:00:12.395000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1335,DF,0,128,TCP,0x8930,93.184.216.11,93.184.216.10,41335,443,246
336,2026-02-22T16:00:12.432000+08:00,195,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,181,1336,DF,0,128,TCP,0x8983,93.184.216.12,93.184.216.10,41336,443,161
337,2026-02-22T16:00:12.469000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1337,DF,0,128,TCP,0x89b6,93.184.216.12,93.184.216.10,41337,443,109
338,2026-02-22T16:00:12.506000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1338,DF,0,128,TCP,0x89b5,93.184.216.12,93.184.216.10,41338,443,109
339,2026-02-22T16:00:12.543000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1339,DF,0,128,TCP,0x89b4,93.184.216.12,93.184.216.10,41339,443,109
340,2026-02-22T16:00:12.580000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1340,DF,0,128,TCP,0x89b3,93.184.216.12,93.184.216.10,41340,443,109
341,2026-02-22T16:00:12.617000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1341,DF,0,128,TCP,0x89b2,93.184.216.12,93.184.216.10,41341,443,109
342,2026-02-22T16:00:12.654000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1342,DF,0,128,TCP,0x89b1,93.184.216.12,93.184.216.10,41342,443,109
343,2026-02-22T16:00:12.691000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1343,DF,0,128,TCP,0x89b0,93.184.216.12,93.184.216.10,41343,443,109
344,2026-02-22T16:00:12.728000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1344,DF,0,128,TCP,0x89af,93.184.216.12,93.184.216.10,41344,443,109
345,2026-02-22T16:00:12.765000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1345,DF,0,128,TCP,0x89ae,93.184.216.12,93.184.216.10,41345,443,109
346,2026-02-22T16:00:12.802000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1346,DF,0,128,TCP,0x89ad,93.184.216.12,93.184.216.10,41346,443,109
347,2026-02-22T16:00:12.839000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1347,DF,0,128,TCP,0x89ac,93.184.216.12,93.184.216.10,41347,443,109
348,2026-02-22T16:00:12.876000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1348,DF,0,128,TCP,0x89ab,93.184.216.12,93.184.216.10,41348,443,109
349,2026-02-22T16:00:12.913000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1349,DF,0,128,TCP,0x89aa,93.184.216.12,93.184.216.10,41349,443,109
350,2026-02-22T16:00:12.950000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1350,DF,0,128,TCP,0x89a9,93.184.216.12,93.184.216.10,41350,443,109
351,2026-02-22T16:00:12.987000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1351,DF,0,128,TCP,0x89a8,93.184.216.12,93.184.216.10,41351,443,109
352,2026-02-22T16:00:13.024000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1352,DF,0,128,TCP,0x89a7,93.184.216.12,93.184.216.10,41352,443,109
353,2026-02-22T16:00:13.061000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1353,DF,0,128,TCP,0x89a6,93.184.216.12,93.184.216.10,41353,443,109
354,2026-02-22T16:00:13.098000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1354,DF,0,128,TCP,0x89a5,93.184.216.12,93.184.216.10,41354,443,109
355,2026-02-22T16:00:13.135000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1355,DF,0,128,TCP,0x89a4,93.184.216.12,93.184.216.10,41355,443,109
356,2026-02-22T16:00:13.172000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1356,DF,0,128,TCP,0x89a3,93.184.216.12,93.184.216.10,41356,443,109
357,2026-02-22T16:00:13.209000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1357,DF,0,128,TCP,0x89a2,93.184.216.12,93.184.216.10,41357,443,109
358,2026-02-22T16:00:13.246000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1358,DF,0,128,TCP,0x89a1,93.184.216.12,93.184.216.10,41358,443,109
359,2026-02-22T16:00:13.283000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1359,DF,0,128,TCP,0x89a0,93.184.216.12,93.184.216.10,41359,443,109
360,2026-02-22T16:00:13.320000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1360,DF,0,128,TCP,0x899f,93.184.216.12,93.184.216.10,41360,443,109
361,2026-02-22T16:00:13.357000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1361,DF,0,128,TCP,0x899e,93.184.216.12,93.184.216.10,41361,443,109
362,2026-02-22T16:00:13.394000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1362,DF,0,128,TCP,0x899d,93.184.216.12,93.184.216.10,41362,443,109
363,2026-02-22T16:00:13.431000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1363,DF,0,128,TCP,0x899c,93.184.216.12,93.184.216.10,41363,443,109
364,2026-02-22T16:00:13.468000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1364,DF,0,128,TCP,0x899b,93.184.216.12,93.184.216.10,41364,443,109
365,2026-02-22T16:00:13.505000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1365,DF,0,128,TCP,0x899a,93.184.216.12,93.184.216.10,41365,443,109
366,2026-02-22T16:00:13.542000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1366,DF,0,128,TCP,0x8999,93.184.216.12,93.184.216.10,41366,443,109
367,2026-02-22T16:00:13.579000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1367,DF,0,128,TCP,0x8998,93.184.216.12,93.184.216.10,41367,443,109
368,2026-02-22T16:00:13.616000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1368,DF,0,128,TCP,0x8997,93.184.216.12,93.184.216.10,41368,443,109
369,2026-02-22T16:00:13.653000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1369,DF,0,128,TCP,0x8996,93.184.216.12,93.184.216.10,41369,443,109
370,2026-02-22T16:00:13.690000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1370,DF,0,128,TCP,0x8995,93.184.216.12,93.184.216.10,41370,443,109
371,2026-02-22T16:00:13.727000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1371,DF,0,128,TCP,0x8994,93.184.216.12,93.184.216.10,41371,443,109
372,2026-02-22T16:00:13.764000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1372,DF,0,128,TCP,0x8993,93.184.216.12,93.184.216.10,41372,443,109
373,2026-02-22T16:00:13.801000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1373,DF,0,128,TCP,0x8992,93.184.216.12,93.184.216.10,41373,443,109
374,2026-02-22T16:00:13.838000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1374,DF,0,128,TCP,0x8991,93.184.216.12,93.184.216.10,41374,443,109
375,2026-02-22T16:00:13.875000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1375,DF,0,128,TCP,0x8990,93.184.216.12,93.184.216.10,41375,443,109
376,2026-02-22T16:00:13.912000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1376,DF,0,128,TCP,0x898f,93.184.216.12,93.184.216.10,41376,443,109
377,2026-02-22T16:00:13.949000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1377,DF,0,128,TCP,0x898e,93.184.216.12,93.184.216.10,41377,443,109
378,2026-02-22T16:00:13.986000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1378,DF,0,128,TCP,0x898d,93.184.216.12,93.184.216.10,41378,443,109
379,2026-02-22T16:00:14.023000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1379,DF,0,128,TCP,0x898c,93.184.216.12,93.184.216.10,41379,443,109
380,2026-02-22T16:00:14.060000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1380,DF,0,128,TCP,0x898b,93.184.216.12,93.184.216.10,41380,443,109
381,2026-02-22T16:00:14.097000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1381,DF,0,128,TCP,0x898a,93.184.216.12,93.184.216.10,41381,443,109
382,2026-02-22T16:00:14.134000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1382,DF,0,128,TCP,0x8989,93.184.216.12,93.184.216.10,41382,443,109
383,2026-02-22T16:00:14.171000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1383,DF,0,128,TCP,0x8988,93.184.216.12,93.184.216.10,41383,443,109
384,2026-02-22T16:00:14.208000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1384,DF,0,128,TCP,0x8987,93.184.216.12,93.184.216.10,41384,443,109
385,2026-02-22T16:00:14.245000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1385,DF,0,128,TCP,0x8986,93.184.216.12,93.184.216.10,41385,443,109
386,2026-02-22T16:00:14.282000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1386,DF,0,128,TCP,0x8985,93.184.216.12,93.184.216.10,41386,443,109
387,2026-02-22T16:00:14.319000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1387,DF,0,128,TCP,0x8984,93.184.216.12,93.184.216.10,41387,443,109
388,2026-02-22T16:00:14.356000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1388,DF,0,128,TCP,0x8983,93.184.216.12,93.184.216.10,41388,443,109
389,2026-02-22T16:00:14.393000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1389,DF,0,128,TCP,0x8982,93.184.216.12,93.184.216.10,41389,443,109
390,2026-02-22T16:00:14.430000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1390,DF,0,128,TCP,0x8981,93.184.216.12,93.184.216.10,41390,443,109
391,2026-02-22T16:00:14.467000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1391,DF,0,128,TCP,0x8980,93.184.216.12,93.184.216.10,41391,443,109
392,2026-02-22T16:00:14.504000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1392,DF,0,128,TCP,0x897f,93.184.216.12,93.184.216.10,41392,443,109
393,2026-02-22T16:00:14.541000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1393,DF,0,128,TCP,0x897e,93.184.216.12,93.184.216.10,41393,443,109
394,2026-02-22T16:00:14.578000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1394,DF,0,128,TCP,0x897d,93.184.216.12,93.184.216.10,41394,443,109
395,2026-02-22T16:00:14.615000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1395,DF,0,128,TCP,0x897c,93.184.216.12,93.184.216.10,41395,443,109
396,2026-02-22T16:00:14.652000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1396,DF,0,128,TCP,0x897b,93.184.216.12,93.184.216.10,41396,443,109
397,2026-02-22T16:00:14.689000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1397,DF,0,128,TCP,0x897a,93.184.216.12,93.184.216.10,41397,443,109
398,2026-02-22T16:00:14.726000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1398,DF,0,128,TCP,0x8979,93.184.216.12,93.184.216.10,41398,443,109
399,2026-02-22T16:00:14.763000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1399,DF,0,128,TCP,0x8978,93.184.216.12,93.184.216.10,41399,443,109
400,2026-02-22T16:00:14.800000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1400,DF,0,128,TCP,0x8977,93.184.216.12,93.184.216.10,41400,443,109
401,2026-02-22T16:00:14.837000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1401,DF,0,128,TCP,0x8976,93.184.216.12,93.184.216.10,41401,443,109
402,2026-02-22T16:00:14.874000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1402,DF,0,128,TCP,0x8975,93.184.216.12,93.184.216.10,41402,443,109
403,2026-02-22T16:00:14.911000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1403,DF,0,128,TCP,0x8974,93.184.216.12,93.184.216.10,41403,443,109
404,2026-02-22T16:00:14.948000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1404,DF,0,128,TCP,0x8973,93.184.216.12,93.184.216.10,41404,443,109
405,2026-02-22T16:00:14.985000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1405,DF,0,128,TCP,0x8972,93.184.216.12,93.184.216.10,41405,443,109
406,2026-02-22T16:00:15.022000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1406,DF,0,128,TCP,0x8971,93.184.216.12,93.184.216.10,41406,443,109
407,2026-02-22T16:00:15.059000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1407,DF,0,128,TCP,0x8970,93.184.216.12,93.184.216.10,41407,443,109
408,2026-02-22T16:00:15.096000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1408,DF,0,128,TCP,0x896f,93.184.216.12,93.184.216.10,41408,443,109
409,2026-02-22T16:00:15.133000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1409,DF,0,128,TCP,0x896e,93.184.216.12,93.184.216.10,41409,443,109
410,2026-02-22T16:00:15.170000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1410,DF,0,128,TCP,0x896d,93.184.216.12,93.184.216.10,41410,443,109
411,2026-02-22T16:00:15.207000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1411,DF,0,128,TCP,0x896c,93.184.216.12,93.184.216.10,41411,443,109
412,2026-02-22T16:00:15.244000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1412,DF,0,128,TCP,0x896b,93.184.216.12,93.184.216.10,41412,443,109
413,2026-02-22T16:00:15.281000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1413,DF,0,128,TCP,0x896a,93.184.216.12,93.184.216.10,41413,443,109
414,2026-02-22T16:00:15.318000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1414,DF,0,128,TCP,0x8969,93.184.216.12,93.184.216.10,41414,443,109
415,2026-02-22T16:00:15.355000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1415,DF,0,128,TCP,0x8968,93.184.216.12,93.184.216.10,41415,443,109
416,2026-02-22T16:00:15.392000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1416,DF,0,128,TCP,0x8967,93.184.216.12,93.184.216.10,41416,443,109
417,2026-02-22T16:00:15.429000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1417,DF,0,128,TCP,0x8966,93.184.216.12,93.184.216.10,41417,443,109
418,2026-02-22T16:00:15.466000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1418,DF,0,128,TCP,0x8965,93.184.216.12,93.184.216.10,41418,443,109
419,2026-02-22T16:00:15.503000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1419,DF,0,128,TCP,0x8964,93.184.216.12,93.184.216.10,41419,443,109
420,2026-02-22T16:00:15.540000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1420,DF,0,128,TCP,0x8963,93.184.216.12,93.184.216.10,41420,443,109
421,2026-02-22T16:00:15.577000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1421,DF,0,128,TCP,0x8962,93.184.216.12,93.184.216.10,41421,443,109
422,2026-02-22T16:00:15.614000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1422,DF,0,128,TCP,0x8961,93.184.216.12,93.184.216.10,41422,443,109
